review,rating,date,bank,source,clean_review,textblob_polarity,textblob_subjectivity,textblob_sentiment,distilbert_score,distilbert_sentiment
Very poor app b/c highly slow to open the app,1,2024-08-12,BOA,Google Play,poor app highly slow open app,-0.23333333333333336,0.5,negative,0.999795138835907,negative
Wedi Tekle .,5,2024-08-11,BOA,Google Play,wedi tekle,0.0,0.0,neutral,0.6245816946029663,negative
Bad app📱👎👎👎,1,2024-08-11,BOA,Google Play,bad app,-0.6999999999999998,0.6666666666666666,negative,0.9997212290763855,negative
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BOA,Google Play,dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf,0.0,0.0,neutral,0.991762638092041,negative
Nice appp,5,2024-08-11,BOA,Google Play,nice appp,0.6,1.0,positive,0.9997910857200623,positive
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን ነገር አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን ከዘመን አንጉደል,0.0,0.0,neutral,0.9610456228256226,negative
Gooood app my dear,5,2024-08-10,BOA,Google Play,gooood app dear,0.0,0.0,neutral,0.9270796775817871,negative
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,harun tamam galanaa,0.0,0.0,neutral,0.9410594701766968,negative
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,total disaster app always offline never work embarassing ive lost hope taken business competitor,0.0,0.75,neutral,0.9995782971382141,negative
Gamebela,1,2024-08-08,BOA,Google Play,gamebela,0.0,0.0,neutral,0.8994184732437134,positive
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,poor app use cant start open app,-0.2,0.55,negative,0.9997345805168152,negative
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,app take long time opened even working simply bank application app give digital invoice even able find screeshot kept transaction please developer fix,0.1125,0.3455357142857143,positive,0.990401566028595,negative
Good job,5,2024-08-07,BOA,Google Play,good job,0.7,0.6000000000000001,positive,0.999835729598999,positive
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,worst app ever user friendly even doesnt serve basic functionality correctly take much time login navigate app expected bank,-0.10500000000000001,0.445,negative,0.9998032450675964,negative
Bad app .,1,2024-08-06,BOA,Google Play,bad app,-0.6999999999999998,0.6666666666666666,negative,0.9997212290763855,negative
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,mean could big financial company like much irresponsible release app ashamed,-0.028124999999999997,0.246875,negative,0.9990673661231995,negative
Review,5,2024-08-06,BOA,Google Play,review,0.0,0.0,neutral,0.9946893453598022,positive
Goood,4,2024-08-06,BOA,Google Play,goood,0.0,0.0,neutral,0.9943867921829224,negative
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,necessary switch developer option every time use mobile banking,0.0,1.0,neutral,0.8661465644836426,negative
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,previous version better doesnt work,0.16666666666666669,0.3333333333333333,positive,0.9995599389076233,negative
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,dont know wrong boa bank general going backwards since last year app disaster use every possible way stable log slow perform transaction couldnt take screenshot cant even find picture even using save screenshot option time fails perform transaction simply worst,-0.32142857142857145,0.5952380952380951,negative,0.9997236132621765,negative
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,take note cbe mobile banking app best banking app currently take note improve app sometimes learn best,0.6666666666666666,0.3333333333333333,positive,0.9908307790756226,positive
It's a useless app,1,2024-08-02,BOA,Google Play,useless app,-0.5,0.2,negative,0.9997797608375549,negative
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,working much need improve best anymore,0.6,0.25,positive,0.9919127225875854,negative
Poor network,1,2024-08-01,BOA,Google Play,poor network,-0.4,0.6,negative,0.9997891783714294,negative
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,yet completely working app dont know working properly sad,-0.2,0.7,negative,0.9869647026062012,negative
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,app open sometimes say coonection issue dont open bug using smooth work please improve,0.13333333333333333,0.5,positive,0.796912431716919,negative
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,working totally useless app,-0.5,0.2,negative,0.9997736811637878,negative
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,app become troubling every day doesnt work love bank hate app,-0.15000000000000002,0.75,negative,0.9985235333442688,negative
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,disappointing app,-0.6,0.7,negative,0.9997482895851135,negative
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,አቢስኒያ የሁሉም ምርጫ,0.0,0.0,neutral,0.8337252736091614,negative
Nays,5,2024-07-28,BOA,Google Play,nay,0.0,0.0,neutral,0.996103048324585,negative
The worst app,1,2024-07-28,BOA,Google Play,worst app,-1.0,1.0,negative,0.9997863173484802,negative
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,cant even open display error message,0.0,0.5,neutral,0.986965537071228,negative
not active,1,2024-07-27,BOA,Google Play,active,-0.13333333333333333,0.6,negative,0.9998134970664978,positive
To get good quality,5,2024-07-27,BOA,Google Play,get good quality,0.7,0.6000000000000001,positive,0.9998713731765747,positive
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,አይሰራም ምንድን ችግሩ,0.0,0.0,neutral,0.8337252736091614,negative
uselss app dont download,1,2024-07-26,BOA,Google Play,uselss app dont download,0.0,0.0,neutral,0.9977203011512756,negative
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,app fake try working say please try later unable make transaction purpose app working delete,-0.3333333333333333,0.5,negative,0.9993707537651062,negative
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,app didnt work new version new app still compatible samsung vfunny,0.13636363636363635,0.45454545454545453,positive,0.9990039467811584,negative
Corrupted and poor app,1,2024-07-24,BOA,Google Play,corrupted poor app,-0.4,0.6,negative,0.9997506737709045,negative
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,try use application say developer setting setting play still doesnt work,0.0,0.0,neutral,0.9997327923774719,negative
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,fix apollo guy best,1.0,0.3,positive,0.9726526737213135,positive
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,always slow doesnt work weekend rush merchant app,-0.30000000000000004,0.39999999999999997,negative,0.9984501600265503,negative
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,difficult use user appones dawenload user cant operate well one help,-0.5,1.0,negative,0.9969578981399536,negative
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,poor application turned,-0.4,0.6,negative,0.9998024106025696,negative
Allowed,5,2024-07-23,BOA,Google Play,allowed,0.0,0.0,neutral,0.9978752136230469,positive
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,usually crash reason give problem internet connection although internet fine,0.08333333333333334,0.375,positive,0.9911579489707947,negative
we want international mobile banking,1,2024-07-22,BOA,Google Play,want international mobile banking,0.0,0.0,neutral,0.94110506772995,positive
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,screenshot isnt working please modify,0.0,0.0,neutral,0.998323380947113,negative
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,naziriet measho 89160437,0.0,0.0,neutral,0.9862651228904724,negative
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,ahmed mohammed husen,0.0,0.0,neutral,0.9124148488044739,positive
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,working one apollo make better pls gonne stop using bank mobile banking,0.5,0.5,positive,0.9991970658302307,negative
I have experiance,5,2024-07-19,BOA,Google Play,experiance,0.0,0.0,neutral,0.5539519786834717,positive
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,app working android show error notification forcefully close app must fixed asap,0.1,0.2,positive,0.9993361830711365,negative
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,crash frequently stable overall need improvement huge bank need better app current one,0.2,0.42000000000000004,positive,0.9623240828514099,negative
ርይርፍ,3,2024-07-19,BOA,Google Play,ርይርፍ,0.0,0.0,neutral,0.6970565915107727,negative
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,previous application much better one,0.16666666666666669,0.3333333333333333,positive,0.9920862317085266,positive
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,worst app wise invest money make like cbe app even incon image app better please invest hire professional developer company improve,0.07499999999999998,0.625,positive,0.999646782875061,negative
mal,5,2024-07-16,BOA,Google Play,mal,0.0,0.0,neutral,0.9996137022972107,negative
It is not working at all,1,2024-07-16,BOA,Google Play,working,0.0,0.0,neutral,0.9987824559211731,positive
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,poorest mobile banking survice ever error report frequently,0.1,0.3,positive,0.9995482563972473,negative
😞😞😞😞,1,2024-07-16,BOA,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
kalid,5,2025-06-08,Dashen,Google Play,kalid,0.0,0.0,neutral,0.8998875617980957,positive
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play,like mobile banking app much overall user interface navigation awesome lack instant response someone deposit withdraw money,0.3333333333333333,0.5555555555555555,positive,0.9986687898635864,negative
love,3,2025-06-06,Dashen,Google Play,love,0.5,0.6,positive,0.9998735189437866,positive
መቸሸጠ,5,2025-06-03,Dashen,Google Play,መቸሸጠ,0.0,0.0,neutral,0.6970565915107727,negative
gadaa,5,2025-06-01,Dashen,Google Play,gadaa,0.0,0.0,neutral,0.7211463451385498,negative
Massive upgrade from the Amole app.,5,2025-05-31,Dashen,Google Play,massive upgrade amole app,0.0,1.0,neutral,0.7140390872955322,positive
very good for this app,5,2025-05-31,Dashen,Google Play,good app,0.7,0.6000000000000001,positive,0.9998493194580078,positive
top,5,2025-05-31,Dashen,Google Play,top,0.5,0.5,positive,0.9997069239616394,positive
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play,app better amole biometric new update doesnt work,0.3181818181818182,0.4772727272727273,positive,0.9995042085647583,negative
wow to it saff and this app,5,2025-05-30,Dashen,Google Play,wow saff app,0.1,1.0,positive,0.9958081245422363,positive
it too slow,3,2025-05-29,Dashen,Google Play,slow,-0.30000000000000004,0.39999999999999997,negative,0.9997313618659973,negative
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play,ዳሽን ባንክ ይለያል,0.0,0.0,neutral,0.8337252736091614,negative
real life changer,5,2025-05-28,Dashen,Google Play,real life changer,0.2,0.30000000000000004,positive,0.9997788071632385,positive
👍👍👍,5,2025-05-28,Dashen,Google Play,,0.0,0.0,neutral,0.9541465044021606,positive
nice application,5,2025-05-27,Dashen,Google Play,nice application,0.6,1.0,positive,0.9998229146003723,positive
useless app ever loading take long,1,2025-05-27,Dashen,Google Play,useless app ever loading take long,-0.275,0.30000000000000004,negative,0.9997350573539734,negative
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen,Google Play,game changer app dashen bank super app fast secure easy use threeclick payment make sending money super quick code payment perfect cashless shopping also love biometric login easy airtime bill payment everything need one place dashen bank really raised bar digital banking ethiopia highly recommended,0.30205128205128207,0.5723076923076923,positive,0.9947835803031921,positive
very useful App,1,2025-05-26,Dashen,Google Play,useful app,0.3,0.0,positive,0.9991915822029114,positive
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play,simple robust feature yes please endless loading screen killed funi couldnt use day fix glitch ill yeet higher rating,-0.11499999999999999,0.5214285714285715,negative,0.7062583565711975,positive
Wawww,5,2025-05-24,Dashen,Google Play,wawww,0.0,0.0,neutral,0.9418038129806519,negative
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen,Google Play,good time say duplicate transaction,0.7,0.6000000000000001,positive,0.7822734713554382,positive
very Nice,5,2025-05-23,Dashen,Google Play,nice,0.6,1.0,positive,0.9998552799224854,positive
its best,5,2025-05-23,Dashen,Google Play,best,1.0,0.3,positive,0.9997941851615906,positive
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play,good mobile bank app,0.7,0.6000000000000001,positive,0.9997158646583557,positive
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen,Google Play,best best arrived empowering financial freedom experience seamless banking fingertip dashen bank empowering financial freedom anytime anywhere innovation meet convenience dashen bank mobile banking innovation meet convenience secure reliable bank confidence,0.4166666666666667,0.21666666666666665,positive,0.994884192943573,positive
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play,nothing changed updated version collecting comment feed back improved version superapp mot functioning today,0.0,0.0,neutral,0.9801502227783203,negative
The best app ever in finance sector,5,2025-05-18,Dashen,Google Play,best app ever finance sector,1.0,0.3,positive,0.9996483325958252,positive
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen,Google Play,good app compitators confuse transfer need otp pin user inter pin instead otp know litrecy level society device based dont know need otp please try fix,0.7,0.6000000000000001,positive,0.7498508095741272,negative
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play,dashen bank dashen super app,0.3333333333333333,0.6666666666666666,positive,0.5405244827270508,negative
wowwwe app,5,2025-05-17,Dashen,Google Play,wowwwe app,0.0,0.0,neutral,0.9829692840576172,positive
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play,transferring bank account hastle inconvenient get used seeing please try,-0.6,1.0,negative,0.9946458339691162,negative
always lagging,1,2025-05-16,Dashen,Google Play,always lagging,0.0,0.0,neutral,0.9998013377189636,negative
Amazing Application...,5,2025-05-16,Dashen,Google Play,amazing application,0.6000000000000001,0.9,positive,0.9998698234558105,positive
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play,dashen bank app good sometimes working well,0.7,0.6000000000000001,positive,0.9990540146827698,positive
its my choice,5,2025-05-15,Dashen,Google Play,choice,0.0,0.0,neutral,0.9985694885253906,positive
wow apo,5,2025-05-15,Dashen,Google Play,wow apo,0.1,1.0,positive,0.9994785189628601,positive
awesome app keep going,5,2025-05-14,Dashen,Google Play,awesome app keep going,1.0,1.0,positive,0.9998502731323242,positive
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play,grows ethiopian digital banking step aheadall fetures onesimple fast convince,0.1,0.3,positive,0.9955675005912781,positive
Game changer,5,2025-05-13,Dashen,Google Play,game changer,-0.4,0.4,negative,0.9887570738792419,positive
Totally amazing,5,2025-05-13,Dashen,Google Play,totally amazing,0.6000000000000001,0.9,positive,0.9998782873153687,positive
super 😎,5,2025-05-13,Dashen,Google Play,super,0.3333333333333333,0.6666666666666666,positive,0.998783528804779,positive
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play,helpful app,0.0,0.0,neutral,0.9995542168617249,positive
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen,Google Play,honest best banking lifestyle app ethiopia,0.8,0.6,positive,0.9996052384376526,positive
fast,5,2025-05-12,Dashen,Google Play,fast,0.2,0.6,positive,0.9989494681358337,positive
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen,Google Play,must seamless one digital platform superapp keep living motto always one step ahead,0.05,0.05,positive,0.998955249786377,positive
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen,Google Play,app make digital banking effortless convenient userfriendly interface secure transaction excellent feature managing finance efficiently,0.4666666666666666,0.5333333333333333,positive,0.9837484359741211,positive
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play,amazing app super easy use best design loved,0.6133333333333333,0.7,positive,0.9996820688247681,positive
its the best ever,5,2025-05-09,Dashen,Google Play,best ever,1.0,0.3,positive,0.999841570854187,positive
excellent game changer App,5,2025-05-08,Dashen,Google Play,excellent game changer app,0.3,0.7,positive,0.9998358488082886,positive
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play,highly excited using application favorable well preferrable mobile app,0.375,0.75,positive,0.9988784193992615,positive
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play,seems logging within minute,0.0,0.0,neutral,0.9239580631256104,negative
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen,Google Play,nice app especially gui got error send within dashen bank receipter get sm notification,0.3,1.0,positive,0.95440673828125,negative
yes i want dashen super open,5,2025-05-02,Dashen,Google Play,yes want dashen super open,0.16666666666666666,0.5833333333333333,positive,0.9973095655441284,positive
Best App,5,2025-05-02,Dashen,Google Play,best app,1.0,0.3,positive,0.999686598777771,positive
faster than this version,5,2025-05-01,Dashen,Google Play,faster version,0.0,0.0,neutral,0.9985572695732117,positive
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play,best mobile banking app prop design team,1.0,0.3,positive,0.9995378255844116,positive
bad.,1,2025-04-30,Dashen,Google Play,bad,-0.6999999999999998,0.6666666666666666,negative,0.999782383441925,negative
Dashen bank always one step ahead,5,2025-04-30,Dashen,Google Play,dashen bank always one step ahead,0.0,0.0,neutral,0.9996015429496765,positive
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play,dashen super app secure band easy,0.3888888888888889,0.7000000000000001,positive,0.8955520987510681,positive
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen,Google Play,fast secured mobile banking app like app,0.2,0.6,positive,0.9950631260871887,positive
best app I have ever seen,5,2025-04-29,Dashen,Google Play,best app ever seen,1.0,0.3,positive,0.9994105100631714,positive
best of best,5,2025-04-29,Dashen,Google Play,best best,1.0,0.3,positive,0.9998223185539246,positive
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen,Google Play,slow try see recent transaction stucked,-0.15000000000000002,0.32499999999999996,negative,0.9987096786499023,negative
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play,wowslnwoooo wowwww amazing,0.6000000000000001,0.9,positive,0.9997797608375549,positive
wow appl,5,2025-04-28,Dashen,Google Play,wow appl,0.1,1.0,positive,0.9994691014289856,positive
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play,change pin number use finger print dummy,0.0,0.0,neutral,0.9972420930862427,negative
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play,slow lack many feature super app high rating given employee customer,0.1733333333333333,0.5266666666666666,positive,0.9995512366294861,negative
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play,smooth secure experience transfer bill payment tracking expense effortless intuitive design make banking,0.4,0.55,positive,0.9989734888076782,positive
Very easy and Fast.,5,2025-04-24,Dashen,Google Play,easy fast,0.31666666666666665,0.7166666666666667,positive,0.997892439365387,positive
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play,incomparably userfriendly fast app mobile banking,0.30000000000000004,0.6,positive,0.9973512887954712,negative
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play,nothing super app repeatedly failed transaction waste customer valuable time system upgrade time less traffic demand technical difficulty reflected customer,-0.10666666666666666,0.22666666666666666,negative,0.995960533618927,negative
execellent,5,2025-04-24,Dashen,Google Play,execellent,0.0,0.0,neutral,0.9866806864738464,negative
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen,Google Play,super app total gamechangerfast reliable packed everything need one place seamless super convenient love,0.2533333333333333,0.5566666666666666,positive,0.5280778408050537,positive
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen,Google Play,one secure reliable convenient digital banking game changer,0.0,0.3333333333333333,neutral,0.6006705164909363,negative
it is incredible product.,5,2025-04-23,Dashen,Google Play,incredible product,0.9,0.9,positive,0.9998781681060791,positive
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen,Google Play,really impressed app userfriendly run smoothly feature need make task much easier save lot time highly recommended,0.43999999999999995,0.56,positive,0.9973451495170593,positive
"It's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play,amazing app experience,0.6000000000000001,0.9,positive,0.9998388290405273,positive
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen,Google Play,best banking app ever recommend everyone use,1.0,0.3,positive,0.9995530247688293,positive
It is the best application!!!,5,2025-04-22,Dashen,Google Play,best application,1.0,0.3,positive,0.9998098015785217,positive
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play,exceptional digital experience supperapp bring new paradigm shift banking business bravo dashen keep,0.2676767676767677,0.48484848484848486,positive,0.99946528673172,positive
its features are so dynamic,5,2025-04-22,Dashen,Google Play,feature dynamic,0.0,0.16666666666666666,neutral,0.9995842576026917,positive
fast &Friendly user Application.,5,2025-04-22,Dashen,Google Play,fast friendly user application,0.2875,0.55,positive,0.9984002709388733,positive
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen,Google Play,fast reliable user friendly keep,0.2875,0.55,positive,0.9996548891067505,positive
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play,dashen super app easy use secure fast transaction,0.3416666666666666,0.675,positive,0.7131543755531311,negative
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play,love app esp click make ecommerce easier convinient,0.5,0.6,positive,0.9749958515167236,positive
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen,Google Play,dashen super app contains extended selection customer easily accessible also friendly use,0.3611111111111111,0.5138888888888888,positive,0.9947499632835388,positive
Great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play,great everyday banking payment,0.30000000000000004,0.675,positive,0.9997137188911438,positive
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,Google Play,dashen super app impressive focus simplicity speed quality user interface clean easy understand transaction process quickly overall quality app topnotch musthave dashen bank customer ዳሸን ባንክ አንድ እርምጃ ቀዳሚ,0.42666666666666664,0.64,positive,0.9946783781051636,positive
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,Google Play,making transaction never easier new update amazing,0.3681818181818182,0.6772727272727272,positive,0.9825519323348999,positive
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,Google Play,app various usefull function make easy payment system also connect seller reasonable price,0.2111111111111111,0.6444444444444445,positive,0.5802709460258484,negative
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen,Google Play,app great user interface comprehensive payment ecommerce platform also includes unique feature chat banking budget,0.5875,0.875,positive,0.9946764707565308,positive
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen,Google Play,betam mirt ena betam atikakem kelel yale ena michu application,0.0,0.0,neutral,0.9898159503936768,negative
Convenient!,5,2025-04-22,Dashen,Google Play,convenient,0.0,0.0,neutral,0.999121367931366,positive
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,Google Play,amazing application meet need customer,0.6000000000000001,0.9,positive,0.9996914863586426,positive
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,Google Play,effecting payment via app created convenience recipient easily confirming payment received,0.43333333333333335,0.8333333333333334,positive,0.9750913977622986,negative
the best Supper App ever,5,2025-04-22,Dashen,Google Play,best supper app ever,1.0,0.3,positive,0.9997851252555847,positive
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,Google Play,best app ever planned include digital lending gasification,0.5,0.15,positive,0.9986427426338196,positive
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen,Google Play,powerful local solution rival global app love easy explore service product,0.24666666666666667,0.4866666666666667,positive,0.9994159936904907,positive
Dashen bank is my number one choice,5,2025-04-22,Dashen,Google Play,dashen bank number one choice,0.0,0.0,neutral,0.9987853169441223,positive
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen,Google Play,assefa genetu dashen superup latest inclussive happy super,0.5444444444444444,0.8555555555555555,positive,0.5014287233352661,negative
